id,timestamp,hostname,interface,description,encapsulation,vlan,rewrite,input_policy,output_policy,modified_by_id
40601,2021-05-21 05:00:59.998209,MKTG3610CIBE002,Bundle-Ether40000.369,WORKLINK SERVICES INC._PID1-1AWHWV2_I-GATE_6M,dot1q,369,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40602,2021-05-21 05:00:59.998239,MKTG3610CIBE002,Bundle-Ether40000.399,ACRO DISTRIBUTION NETWORK INC._PID1-19SIKIO_I-GATE_20M,dot1q,399,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40603,2021-05-21 05:00:59.998269,MKTG3610CIBE002,Bundle-Ether40000.429,CAZNEAU INC._PID1-19PS0Z1_I-GATE_20M,dot1q,429,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40604,2021-05-21 05:00:59.998299,MKTG3610CIBE002,Bundle-Ether40000.438,SMART COMMUNICATIONS INC._PID1-1AK7TZ2_I-GATE BOD_100M,dot1q,438,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40605,2021-05-21 05:00:59.998328,MKTG3610CIBE002,Bundle-Ether40000.444,SMART COMMUNICATION INC._PID1-1A1QBO2_I-GATE_200M,dot1q,444,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40606,2021-05-21 05:00:59.998359,MKTG3610CIBE002,Bundle-Ether40000.446,PHILIPPINE AMERICAN LIFE & GENERAL INSURANCE COMPANY_PID1-19ZFVP0_I-GATE_16M,dot1q,446,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40607,2021-05-21 05:00:59.998389,MKTG3610CIBE002,Bundle-Ether40000.450,SMART COMMUNICATIONS INC._PID1-17U1KYI_I-GATE BOD_50M,dot1q,450,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40608,2021-05-21 05:00:59.998419,MKTG3610CIBE002,Bundle-Ether40000.472,DEPARTMENT OF INFORMATION AND COMMUNICATIONS TECHNOLOGY  LAGUNA_PID1-1A6J7AB_IGATE DIRECT_10M,dot1q,472,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40609,2021-05-21 05:00:59.998449,MKTG3610CIBE002,Bundle-Ether40000.473,DICT LAGUNA_PID1-1A8KDOT_I-GATE DIRECT_10M,dot1q,473,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40610,2021-05-21 05:00:59.998480,MKTG3610CIBE002,Bundle-Ether40000.490,SMART COMMUNICATIONS INC._PID1-19KSB2O_I-GATE BOD_100M,dot1q,490,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40611,2021-05-21 05:00:59.998509,MKTG3610CIBE002,Bundle-Ether40000.491,MANRESA SCHOOL_PID1-1B6JQFS _I-GATE PREMIUM_50M,dot1q,491,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40612,2021-05-21 05:00:59.998539,MKTG3610CIBE002,Bundle-Ether40000.492,MANRESA SCHOOL_PID1-1A9AH4O_I-GATE PREMIUM_20M,dot1q,492,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40613,2021-05-21 05:00:59.998569,MKTG3610CIBE002,Bundle-Ether40000.516,PHILIPPINE GLOBAL COMMS INC._PID1-19MPY2F_IGATE FTTH_20M,dot1q,516,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40614,2021-05-21 05:00:59.998599,MKTG3610CIBE002,Bundle-Ether40000.526,DICT-BATANGAS_PID1-1AD0BJJ_I-GATE DIRECT_10M,dot1q,526,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40615,2021-05-21 05:00:59.998629,MKTG3610CIBE002,Bundle-Ether40000.527,DICT-BATANGAS_PID1-1AD0CPH_I-GATE DIRECT_10M,dot1q,527,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40616,2021-05-21 05:00:59.998660,MKTG3610CIBE002,Bundle-Ether40000.541,SMART COMMUNICATIONS INC._PID1-1AKGTUD_IGATE BOD_100M,dot1q,541,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40617,2021-05-21 05:00:59.998690,MKTG3610CIBE002,Bundle-Ether40000.547,RUZZEL AND JAY SARI-SARI STORE_PID1-1AMMBLD_I-GATE PREMIUM_20M,dot1q,547,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40618,2021-05-21 05:00:59.998722,MKTG3610CIBE002,Bundle-Ether40000.557,UNILEVER PHILS. INC._PID1-1AOZDD8_I-GATE PREMIUM_50M,dot1q,557,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40619,2021-05-21 05:00:59.998752,MKTG3610CIBE002,Bundle-Ether40000.619,PID1-19NUFU0_CLOUDSTAFF PHILIPPINES INC.-CLARK_I-GATE BOD_300M,dot1q,619,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40620,2021-05-21 05:00:59.998782,MKTG3610CIBE002,Bundle-Ether40000.633,PID1-18UYK0Y_SMART_COMMS_INC_I-GATE BOD_200M_old_PID1-161SYDH,dot1q,633,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40621,2021-05-21 05:00:59.998826,MKTG3610CIBE002,Bundle-Ether40000.727,JGC PHILS. INC._PID1-18Z4Y4B_I-GATE_20M,dot1q,727,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40622,2021-05-21 05:00:59.998855,MKTG3610CIBE002,Bundle-Ether40000.737,"PID1-178PBQC_DOKA PHILIPPINES, INC._I-GATE_30M",dot1q,737,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40623,2021-05-21 05:00:59.998884,MKTG3610CIBE002,Bundle-Ether40000.762,AJA REGISTRARS INC._PID1-17PXAMR_I-GATE_10M,dot1q,762,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40624,2021-05-21 05:00:59.998913,MKTG3610CIBE002,Bundle-Ether40000.764,DATAFLOW VERIFICATION SERVICES LIMITED_PID1-193OJOF_I-GATE_30M,dot1q,764,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40625,2021-05-21 05:00:59.998943,MKTG3610CIBE002,Bundle-Ether40000.779,WORKLINK SERVICES INC._PID1-1AWIE6W_I-GATE_6M,dot1q,779,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40626,2021-05-21 05:00:59.998971,MKTG3610CIBE002,Bundle-Ether40000.780,ARL POWER CONNECT CORP._PID104682561_I-GATE_20M,dot1q,780,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40627,2021-05-21 05:00:59.999000,MKTG3610CIBE002,Bundle-Ether40000.809,PLDT-BRAND EQUITY MANAGEMENT_PID103512824_I-GATE_50M,dot1q,809,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40628,2021-05-21 05:00:59.999029,MKTG3610CIBE002,Bundle-Ether40000.810,PID1-18GY857_INTEGRATED FACTORY AUTOMATION INC._I-GATE PREMIUM_6M,dot1q,810,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40629,2021-05-21 05:00:59.999058,MKTG3610CIBE002,Bundle-Ether40000.813,AVENTUS MEDICAL CARE INC._PID1-18B3X03_I-GATE_10M,dot1q,813,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40630,2021-05-21 05:00:59.999087,MKTG3610CIBE002,Bundle-Ether40000.814,AVENTUS MEDICAL CARE INC._PID1-18B3X9R_I-GATE_10M,dot1q,814,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40631,2021-05-21 05:00:59.999116,MKTG3610CIBE002,Bundle-Ether40000.815,AVENTUS MEDICAL CARE INC._PID1-18B49CJ_I-GATE_10M,dot1q,815,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40632,2021-05-21 05:00:59.999146,MKTG3610CIBE002,Bundle-Ether40000.819,SMART COMMUNICATIONS INC._PID1-185DAJF_I-GATE BOD_100M,dot1q,819,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40633,2021-05-21 05:00:59.999175,MKTG3610CIBE002,Bundle-Ether40000.869,SMART COMMUNICATIONS INC._PID1-17U23D5_I-GATE BOD_100M,dot1q,869,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40634,2021-05-21 05:00:59.999204,MKTG3610CIBE002,Bundle-Ether40000.1203,"PID1-13ZCN2N_SILVERWIND ALLOY CASTINGS, INC._I-GATE_8M",dot1q,1203,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40635,2021-05-21 05:00:59.999233,MKTG3610CIBE002,Bundle-Ether40000.1297,PID1-125WUNP_GENERATION ONE RESOURCE SERVICE AND MULTIPURPOSE COOPERATIVE_IGATE FTTH_4M,dot1q,1297,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40636,2021-05-21 05:00:59.999263,MKTG3610CIBE002,Bundle-Ether40000.1298,VHANZ XYBERIA INTERNET_PID1-1BMURX8_I-GATE PREMIUM_20M,dot1q,1298,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40637,2021-05-21 05:00:59.999293,MKTG3610CIBE002,Bundle-Ether40000.1304,DICT-BATANGAS_PID1-1AD0FST_I-GATE DIRECT_10M,dot1q,1304,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40638,2021-05-21 05:00:59.999322,MKTG3610CIBE002,Bundle-Ether40000.1402,"SIDCGBL01-102020-60758_CITY GOVERNMENT OF BINAN, LAGUNA_I-GATE PREMIUM_1000M",dot1q,1402,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40639,2021-05-21 05:00:59.999352,MKTG3610CIBE002,Bundle-Ether40000.1406,SMART COMMUNICATIONS INC._PID1-1C34257_SIDSC08-012021-78881_I-GATE BOD_200M,dot1q,1406,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40640,2021-05-21 05:00:59.999382,MKTG3610CIBE002,Bundle-Ether40000.1411,HAMLIN ITURRALDE CORP_SIDHIC04-072016-49596_I-GATE PREMIUM_40M,dot1q,1411,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40641,2021-05-21 05:00:59.999411,MKTG3610CIBE002,Bundle-Ether40000.1513,HMC02-102020-43518_HEALTHWAY MEDICAL CLINICS_PID1-1BKLBCZ_I-GATE PREMIUM_10M,dot1q,1513,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40642,2021-05-21 05:00:59.999440,MKTG3610CIBE002,Bundle-Ether40000.1669,PID1-15HCKTQ_SMART COMMUNICATIONS INC_IGATE DEMARC_100M,dot1q,1669,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40643,2021-05-21 05:00:59.999469,MKTG3610CIBE002,Bundle-Ether40000.1707,DIRECT LINK INSURANCE AGENCY INCORPORATED_PID1-1ASA8OO_I-GATE PREMIUM_20M,dot1q,1707,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40644,2021-05-21 05:00:59.999498,MKTG3610CIBE002,Bundle-Ether40000.1804,"TOYOTA LIPA, BATANGAS, INC._PID1-1ARVY20_I-GATE PREMIUM_10M",dot1q,1804,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40645,2021-05-21 05:00:59.999527,MKTG3610CIBE002,Bundle-Ether40000.1807,BNM CONTENT SOLUTIONS (PHILIPPINES) CORP._PID1-1A3L30W_I-GATE BOD_20M,dot1q,1807,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40646,2021-05-21 05:00:59.999556,MKTG3610CIBE002,Bundle-Ether40000.1903,SMART COMMUNICATIONS INC._PID1-18UYC3T_I-GATE BOD_200M,dot1q,1903,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40647,2021-05-21 05:00:59.999585,MKTG3610CIBE002,Bundle-Ether40000.1905,SMART COMMUNICATIONS INC._PID1-18UXSBG_I-GATE BOD_200M,dot1q,1905,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40648,2021-05-21 05:00:59.999614,MKTG3610CIBE002,Bundle-Ether40000.1907,MANRESA SCHOOL_PID104204473_I-GATE PREMIUM_50M,dot1q,1907,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40649,2021-05-21 05:00:59.999642,MKTG3610CIBE002,Bundle-Ether40000.2020,PID1-10AHFYI_SYNCHRONY_IGATE_10M,dot1q,2020,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40650,2021-05-21 05:00:59.999671,MKTG3610CIBE002,Bundle-Ether40000.2103,"PID1-1BQVTVB_SIDEPLDT01-112020-03069_EPLDT, INC._I-GATE PREMIUM_1000M",dot1q,2103,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40651,2021-05-21 05:00:59.999700,MKTG3610CIBE002,Bundle-Ether40000.2104,PIDOFFLINE_EPLDT INC. FAO DICT_I-GATE PREMIUM_500M,dot1q,2104,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40652,2021-05-21 05:00:59.999729,MKTG3610CIBE002,Bundle-Ether40000.2105,PID1-1C29Y1D/GBLI05-092019-89939_GOLDEN BUILD-EXPERT LIMITED INC._I-GATE PREMIUM_600M,dot1q,2105,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40653,2021-05-21 05:00:59.999757,MKTG3610CIBE002,Bundle-Ether40000.2124,DAIKAI PHILIPPINES CORPORATION_PID1-16ZMGO1_I-GATE_6M,dot1q,2124,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40654,2021-05-21 05:00:59.999786,MKTG3610CIBE002,Bundle-Ether40000.2125,"SPX PHILIPPINES, INC_PID1-1BMTN1T_I-GATE PREMIUM_70M",dot1q,2125,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40655,2021-05-21 05:00:59.999815,MKTG3610CIBE002,Bundle-Ether40000.2126,PH GLOBAL JET EXPRESS INC_PID1-1BPWBOG_I-GATE_100M,dot1q,2126,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40656,2021-05-21 05:00:59.999844,MKTG3610CIBE002,Bundle-Ether40000.2127,PID1-12U7Y6A_PLDT-CORPORATE CUSTOMER ENGAGEMENT SERVICES_I-GATE FTTH_100M,dot1q,2127,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40657,2021-05-21 05:00:59.999873,MKTG3610CIBE002,Bundle-Ether40000.2133,PID1-12WGI2U_PLDT - SMEG_IGATE FTTH_500M,dot1q,2133,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40658,2021-05-21 05:00:59.999902,MKTG3610CIBE002,Bundle-Ether40000.2134,INTER ASIA DEVELOPMENT BANK_PID1-1C5OG51_I-GATE_4M,dot1q,2134,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40659,2021-05-21 05:00:59.999931,MKTG3610CIBE002,Bundle-Ether40000.2135,HERBALIFE INTL PH INC_PID1-1C794AY_I-GATE PREMIUM_20M,dot1q,2135,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40660,2021-05-21 05:00:59.999960,MKTG3610CIBE002,Bundle-Ether40000.2136,"ONE STOP WAREHOUSING SOLUTIONS, INC._PID1-1C1C93V_I-GATE PREMIUM_70M",dot1q,2136,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40661,2021-05-21 05:00:59.999989,MKTG3610CIBE002,Bundle-Ether40000.2137,PID1-1CA1WBZ_VIVANTI EXECUTIVE ADVANTAGE INCORPORATED_IGATE_80M,dot1q,2137,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40662,2021-05-21 05:01:00.000018,MKTG3610CIBE002,Bundle-Ether40000.2138,DPP RETAIL INC_PID1-1COTC34_IGATE_6M,dot1q,2138,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40663,2021-05-21 05:01:00.000047,MKTG3610CIBE002,Bundle-Ether40000.2139,"Ricoh, Inc._PID104684661_I-GATE PREMIUM_20M",dot1q,2139,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40664,2021-05-21 05:01:00.000076,MKTG3610CIBE002,Bundle-Ether40000.2140,PLDT-BRAND EQUITY MANAGEMENT_PID104703976_IGATE_300M_POI,dot1q,2140,rewrite ingress tag pop 1 symmetric,,,1
40665,2021-05-21 05:01:00.000105,MKTG3610CIBE002,Bundle-Ether40000.2141,PLDT (SG) PTE. LTD._PID1-1CTXLOM_IGATE_100M_POI,dot1q,2141,rewrite ingress tag pop 1 symmetric,,,1
40666,2021-05-21 05:01:00.000134,MKTG3610CIBE002,Bundle-Ether40000.2142,DEPARTMENT OF AGRICULTURE_PID1-1CZV01A_I-GATE_50M,dot1q,2142,rewrite ingress tag pop 1 symmetric,,,1
40667,2021-05-21 05:01:00.000163,MKTG3610CIBE002,Bundle-Ether40000.2143,AEIOUS WIRELESS_PID1-1CSG5NL_I-GATE PREMIUM_50M,dot1q,2143,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40668,2021-05-21 05:01:00.000192,MKTG3610CIBE002,Bundle-Ether40000.2144,FOOD AND DRUG ADM_PID1-1D36KSR_I-GATE PREMIUM_150M,dot1q,2144,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40669,2021-05-21 05:01:00.000222,MKTG3610CIBE002,Bundle-Ether40000.2162,PID1-11T2FNH_SMART COMMUNICATIONS INC._I-GATE BOD_200M,dot1q,2162,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40670,2021-05-21 05:01:00.000251,MKTG3610CIBE002,Bundle-Ether40000.2205,CECI REALTY INC._PID1-1BE2UER_I-GATE PREMIUM_10M,dot1q,2205,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40671,2021-05-21 05:01:00.000280,MKTG3610CIBE002,Bundle-Ether40000.2211,HEALTHWAY MEDICAL CLINICS_PID1-1BKKC2W_I-GATE PREMIUM_10M,dot1q,2211,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40672,2021-05-21 05:01:00.000309,MKTG3610CIBE002,Bundle-Ether40000.2238,PID1-WD43HN_SC08_I-GATE BOD_100M,dot1q,2238,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40673,2021-05-21 05:01:00.000338,MKTG3610CIBE002,Bundle-Ether40000.2334,"PID1-15724RS_Loscam (Philippines), Inc._I-GATE_10M",dot1q,2334,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40674,2021-05-21 05:01:00.000367,MKTG3610CIBE002,Bundle-Ether40000.3113,MIYOSHI TECHNOLOGIES_PID1-1BVRZ6Z_I-GATE BOD_60M,dot1q,3113,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40675,2021-05-21 05:01:00.000396,MKTG3610CIBE002,Bundle-Ether40000.3114,ENERLIFE PHILIPPINES INC._PID1-1C2BMK8_I-GATE PREMIUM_10M,dot1q,3114,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40676,2021-05-21 05:01:00.000425,MKTG3610CIBE002,Bundle-Ether40000.3115,PHILIPPINE PORTS AUTHORITY_PID1-1CKGZRK_IGATE_40M,dot1q,3115,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40677,2021-05-21 05:01:00.000455,MKTG3610CIBE002,Bundle-Ether40000.3116,BURGEON ENTERPRISES_PID104649769_I-GATE PREMIUM_20M,dot1q,3116,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40678,2021-05-21 05:01:00.000485,MKTG3610CIBE002,Bundle-Ether40000.3123,PID1-17A81VM_FLEXIBLE_AUTOMATION_SYSTEM_CORP_IGATE CEN_16M,dot1q,3123,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40679,2021-05-21 05:01:00.000514,MKTG3610CIBE002,Bundle-Ether40000.3137,SMART COMMUNICATIONS INC._PID1-11HPHPU_I-GATE BOD_100M,dot1q,3137,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40680,2021-05-21 05:01:00.000544,MKTG3610CIBE002,Bundle-Ether40000.3165,PID1-186PPA8_DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT_I-GATE vi FTTH_100M,dot1q,3165,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40681,2021-05-21 05:01:00.000574,MKTG3610CIBE002,Bundle-Ether40000.3166,SMART COMMUNICATIONS INC._PID1-185FSZU_I-GATE BOD_100M,dot1q,3166,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40682,2021-05-21 05:01:00.000604,MKTG3610CIBE002,Bundle-Ether40000.3220,PID1-1CEQ3P0_JT INTL. (PHILS.) INC._I-GATE FTTH_12M,dot1q,3220,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40683,2021-05-21 05:01:00.000633,MKTG3610CIBE002,Bundle-Ether40000.3260,PID1-13TPQO4_RUSTAN COMMERCIAL CORPORATION_I-GATE_16M,dot1q,3260,rewrite ingress tag pop 1 symmetric,PLDT-N4I-DEFAULT-IN,,1
40684,2021-05-21 05:01:00.000663,MKTG3610CIBE002,TenGigE0/1/0/16.102,***For loopback test***,dot1q,102,rewrite ingress tag pop 1 symmetric,,,1
40685,2021-05-21 05:01:00.000692,MKTG3610CIBE002,TenGigE0/1/0/45.2000,,dot1q,2000,rewrite ingress tag pop 1 symmetric,,,1
40686,2021-05-21 05:01:00.642805,MKTG3610CIRO001,Bundle-Ether32.3121,Performance testing BG traffic vpws-3121,dot1q,3121,rewrite ingress tag pop 1 symmetric,,,1
40687,2021-05-21 05:01:00.642938,MKTG3610CIRO001,Bundle-Ether33.102,TI98-012017-30560_asbr_2_1-194X2PO,dot1q,102,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40688,2021-05-21 05:01:00.642994,MKTG3610CIRO001,Bundle-Ether33.103,PID1-17X5G7W_MACROASIA SATS FOOD INDUSTRIES CORPORATION_ISDN-PRI E1_3M,dot1q,103,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40689,2021-05-21 05:01:00.643044,MKTG3610CIRO001,Bundle-Ether33.106,PID101373037_CONVERGYS_LL_200M,dot1q,106,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40690,2021-05-21 05:01:00.643091,MKTG3610CIRO001,Bundle-Ether33.107,PID1-14R2LCC_THE NEW ORDER OF VERIZON FAO SYNCHRONY _Metro Ethernet_1000M,dot1q,107,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40691,2021-05-21 05:01:00.643138,MKTG3610CIRO001,Bundle-Ether33.108,"PID1-1AFLIKX_SYNCHRONY GLOBAL SERVICES PHILIPPINES, INC._METRO E-LINE_1000M",dot1q,108,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40692,2021-05-21 05:01:00.643185,MKTG3610CIRO001,Bundle-Ether33.109,PID1-1791IHC_HTECH CORPORATION_METRO ELINE_200M,dot1q,109,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40693,2021-05-21 05:01:00.643232,MKTG3610CIRO001,Bundle-Ether33.110,PID1-18WIJGG_HTECH CORPORATION_METRO E-LINE_10M,dot1q,110,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40694,2021-05-21 05:01:00.643278,MKTG3610CIRO001,Bundle-Ether33.111,PID1-19SX6NK_VERIZON LOCAL ACCESS ETHERNET_METRO E-LINE_1000M,dot1q,111,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40695,2021-05-21 05:01:00.643324,MKTG3610CIRO001,Bundle-Ether33.112,PID101563855_CONVERGYS,dot1q,112,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40696,2021-05-21 05:01:00.643371,MKTG3610CIRO001,Bundle-Ether33.113,PID101563855_CONVERGYS,dot1q,113,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40697,2021-05-21 05:01:00.643416,MKTG3610CIRO001,Bundle-Ether33.114,PID1-16JJD53_CONVERGYS PHILIPPINES INC._METRO ELINE_400M,dot1q,114,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40698,2021-05-21 05:01:00.643461,MKTG3610CIRO001,Bundle-Ether33.115,PID1-13QMU0C_CONVERGYS PHILIPPINES INC._METRO ELINE_500M,dot1q,115,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40699,2021-05-21 05:01:00.643506,MKTG3610CIRO001,Bundle-Ether33.116,PID1-14AUX8B_CONVERGYS PHILIPPINES INC._METRO ELINE_200M,dot1q,116,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40700,2021-05-21 05:01:00.643551,MKTG3610CIRO001,Bundle-Ether33.117,PID1-1253Q53_CONVERGYS PHILIPPINES INC._Metro E-line_200M,dot1q,117,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40701,2021-05-21 05:01:00.643597,MKTG3610CIRO001,Bundle-Ether33.118,PID1-12RHP8F_CONVERGYS PHILIPPINES INC._METRO ELINE_150M,dot1q,118,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40702,2021-05-21 05:01:00.643642,MKTG3610CIRO001,Bundle-Ether33.119,PID1-17893WV_CONVERGYS PHILIPPINES INC._METRO ELINE_400M,dot1q,119,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40703,2021-05-21 05:01:00.643687,MKTG3610CIRO001,Bundle-Ether33.120,CONCENTRIX DAKSH SERVICES_SVCS_PHIL_CORP_GA_MET E_1000M,dot1q,120,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40704,2021-05-21 05:01:00.643732,MKTG3610CIRO001,Bundle-Ether33.121,TATA COMMUNICATIONS INTL PTE LTD_MET E_800M,dot1q,121,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40705,2021-05-21 05:01:00.643777,MKTG3610CIRO001,Bundle-Ether33.122,CONCENTRIX CVG PHIL INC_METRO ELINE_300M,dot1q,122,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
40706,2021-05-21 05:01:00.643822,MKTG3610CIRO001,Bundle-Ether33.123,PID1-1AYOLH1_CONCENTRIX_CVG_PHILIPPINES_INC_MET-E_300M,dot1q,123,rewrite ingress tag pop 1 symmetric,Ingress-ASBR-CB-Policy,,1
