hostname,interface,description
CKLN8004CIBE002,Bundle-Ether20011.303,IPR44071_USA-OM PIVOT vProbe SERVICES_AROUPP01
CKLN8004CIBE002,Bundle-Ether20011.310,IPR44071_USA-OM PIVOT vProbe OM_AROCPP01
CKLN8004CIBE002,Bundle-Ether20011.311,IPR44071_USA-OM PIVOT vProbe SERVICES_AROCPP01
CKLN8004CIBE002,Bundle-Ether60002.4071,eNodeB<>EnodeB (X2)_S1_CR-20201209-00278
CKLN8004CIBE002,Bundle-Ether60002.4073,BTS<>BSC (Southbound)_ABIS_CR-20201209-00278
CKLN8004CIBE002,Bundle-Ether60002.4074,NodeB<>RNC (Southbound)_IUB_CR-20201209-00278
CKLN8004CIBE002,Bundle-Ether60002.4075,eNodeB<>SSU (Clocking)_SYNC_CR-20201209-00278
VGN00C15CIBE002,Bundle-Ether60002.4071,eNodeB<>EnodeB (X2)_S1_CR-20210405-00202
VGN00C15CIBE002,Bundle-Ether60002.4073,BTS<>BSC (Southbound)_ABIS_CR-20210405-00202
VGN00C15CIBE002,Bundle-Ether60002.4074,NodeB<>RNC (Southbound)_IUB_CR-20210405-00202
VGN00C15CIBE002,Bundle-Ether60002.4075,eNodeB<>SSU (Clocking)_SYNC_CR-20210405-00202
CLA00633CICU001,Bundle-Ether1013.4081,PID1-15MEI63_Techlog Center Philippines_CLAHUDE057
CLA00633CICU001,Bundle-Ether5002.501,CLAFEAG021_NMS
CLA00633CICU001,Bundle-Ether5002.510,CLAFEAG021_SIGNALING
CLA00633CICU001,Bundle-Ether5002.515,CLAFEAG021_RTP
CLA00633CICU001,Bundle-Ether5002.1026,CLAFEAG021_VDSL_IPTV_MULTICAST
CLA00633CICU001,Bundle-Ether5002.1701,PID_507790
CLA00633CICU001,Bundle-Ether5002.1702,BDO_PID_100966859
CLA00633CICU001,Bundle-Ether5002.1703,PID_491187
CLA00633CICU001,Bundle-Ether5002.1704,BDO_PID_101222802
CLA00633CICU001,Bundle-Ether5002.1705,EMSCAI_PID_
CLA00633CICU001,Bundle-Ether5002.1706,BDO_PID_1-ZBHL5Z
CLA00633CICU001,Bundle-Ether5002.1707,RCBC_PID_1-11ZONI1
CLA00633CICU001,Bundle-Ether5002.1708,SECURITY BANK CORPORATION_PID1-18L9L2L_SHOPS.WORK_128K
CLA00633CICU001,Bundle-Ether5004.501,CLAFEAG003_NMS
CLA00633CICU001,Bundle-Ether5004.510,CLAFEAG003_SIG
CLA00633CICU001,Bundle-Ether5004.515,CLAFEAG003_RTP
CLA00633CICU001,Bundle-Ether5004.601,PID_540062
CLA00633CICU001,Bundle-Ether5004.602,PID_521621
CLA00633CICU001,Bundle-Ether5004.603,PID_584293
CLA00633CICU001,Bundle-Ether5004.604,PID_1-120ZYS7_old PID_100132435_NBSTORE
CLA00633CICU001,Bundle-Ether5004.605,PID_100341921
CLA00633CICU001,Bundle-Ether5004.606,RUSTAN COFFEE CORPORATION_PID_1-11QSJF0
CLA00633CICU001,Bundle-Ether5004.607,METBANK_PID_100973480_
CLA00633CICU001,Bundle-Ether5004.608,METBANK_PID_100974037_
CLA00633CICU001,Bundle-Ether5004.1026,CLAFEAG003_VDSL_IPTV_MULTICAST
CLA00633CICU001,Bundle-Ether5005.501,CLAFEAG014 NMS
CLA00633CICU001,Bundle-Ether5005.510,CLAFEAG014 Signaling
CLA00633CICU001,Bundle-Ether5005.515,CLAFEAG014 RTP
CLA00633CICU001,Bundle-Ether5005.1026,CLAFEAG014 VDSL IPTV Multicast
CLA00633CICU001,Bundle-Ether5006.501,CLAFEAG008 NMS
CLA00633CICU001,Bundle-Ether5006.510,CLAFEAG008 Signaling
CLA00633CICU001,Bundle-Ether5006.515,CLAFEAG008 RTP
CLA00633CICU001,Bundle-Ether5006.1026,CLAFEAG008 VDSL IPTV Multicast
CLA00633CICU001,Bundle-Ether5006.1701,** PID_485262 **
CLA00633CICU001,Bundle-Ether5006.1702,**METBANK_PID_1-10BYGTG_PL_1-10BYGTG**
CLA00633CICU001,Bundle-Ether10001.1001,CLAFEOL001_FTTH_NMS
CLA00633CICU001,Bundle-Ether10001.1026,CLAFEOL001_IPTV_Multicast
CLA00633CICU001,Bundle-Ether10001.1101,BDO_PID_100964910
CLA00633CICU001,Bundle-Ether10001.1102,VICSAL_PID_1-QHE61T
CLA00633CICU001,Bundle-Ether10001.1104,BIRMO_PID_1-T6E7MC
CLA00633CICU001,Bundle-Ether10001.1113,LUZON DEVELOPMENT BANK_PID1-1796XNY_SHOPS.WORK_512K
CLA00633CICU001,Bundle-Ether10001.1121,SR. STO. NINO DE CEBU RESOURCES & DEV. CORP._PID1-1BUUOY0_BRAINS_10M
CLA00633CICU001,Bundle-Ether10001.1122,ASIAN TERMINALS INC._PID104496121_IPVPN_2M
CLA00633CICU001,Bundle-Ether10001.1123,PHILIPPINE NATIONAL BANK_PID104616186_IPVPN_2M
CLA00633CICU001,Bundle-Ether10001.2746,PNB_PID_353024
CLA00633CICU001,Bundle-Ether10001.3000,TEST _IPR8258_TESTCRCT
CLA00633CICU001,Bundle-Ether10002.1001,CLAFEOL002_FTTH_NMS
CLA00633CICU001,Bundle-Ether10002.1026,CLAFEOL002_IPTV_Multicast
CLA00633CICU001,Bundle-Ether10002.1061,PID1-11KXIJX_LBC EXPRESS INC._BRAINS IPVPN-LL_2M
CLA00633CICU001,Bundle-Ether10002.1101,GOLDARC_PID_1-164DZSM
CLA00633CICU001,Bundle-Ether10002.1106,"MEDFORD RX SOLUTIONS, INC._PID1-18NJS06_SHOPS.WORK_512K"
CLA00633CICU001,Bundle-Ether10002.1107,"BDO UNIBANK, INC._PID1-16V86PH_IPVPN_10M"
CLA00633CICU001,Bundle-Ether10002.1108,PROVINCIAL GOVERNMENT OF LAGUNA_PID1-1D0LJ2W_IPVPN_2M
CLA00633CICU001,Bundle-Ether10003.1001,CLAFEOL003_FTTH_NMS
CLA00633CICU001,Bundle-Ether10003.1026,CLAFEOL003_IPTV_Multicast
CLA00633CICU001,Bundle-Ether10003.1103,PID1-U1IGIZ_MAXICARE HEALTHCARE CORP  (PHIL HEALTH-CARE PROV)_SHOPS_1M
CLA00633CICU001,Bundle-Ether10003.1104,PID101408248_MEDICARD PHILIPPINES INCORPORATED_IPVPN FTTH_1M
CLA00633CICU001,Bundle-Ether10003.1106,PID1-126OG3T_SM INVESTMENTS CORPORATION_BRAINS IPVPN-LL_256K
CLA00633CICU001,Bundle-Ether10003.1107,PID1-12WNF3J_PAMANA MEDICAL CENTER_BRAINS IPVPN-LL_2M
CLA00633CICU001,Bundle-Ether10003.1109,ABOITIZ_PID_1-11XD5J3
CLA00633CICU001,Bundle-Ether10003.1110,"PID1-1343EO7_BDO UNIBANK, INC._BRAINS IPVPN-LL_8M"
CLA00633CICU001,Bundle-Ether10003.1114,"PID1-19RANHE_BDO UNIBANK, INC._IPVPN_8M"
CLA00633CICU001,Bundle-Ether10003.1115,"PID1-146RC8M_SAN MIGUEL FOODS, INC._BRAINS IPVPN-LL_2M"
CLA00633CICU001,Bundle-Ether10003.1116,"PUREGOLD PRICE CLUB, INCORPORATED_PID1-17GP6FO_BRAINS IPVPN-LL_2M"
CLA00633CICU001,Bundle-Ether10003.1117,RBCPI_PID_1-15J2UGG
CLA00633CICU001,Bundle-Ether10003.1118,DEPARTMENT OF NATIONAL DEFENSE-OFFICE OF CIVIL DEFENSE_PID_1-16M7XOX_BRAINS IPVPN-LL_4M
CLA00633CICU001,Bundle-Ether10003.1120,GOLDEN ARCHES DEVELOPMENT CORPORATION_PID1-15ZH61A_BRAINS IPVPN-LL_1M
CLA00633CICU001,Bundle-Ether10003.1121,PID1-16X2W80_NIPPON EXPRESS PHILIPPINES CORPORATION_BRAINS IPVPN-LL_2M
CLA00633CICU001,Bundle-Ether10003.1122,SECURITY BANK CORPORATION_PID1-17F3TF0_BRAINS IPVPN-LLIPVPN-LL_2M
CLA00633CICU001,Bundle-Ether10003.1123,LBC EXPRESS INC._PID1-17EQOXK_BRAINS IPVPN-LLIPVPN-LL_2M
CLA00633CICU001,Bundle-Ether10003.1125,SM INVESTMENTS CORPORATION_PID1-17QKZFO_BRAINS IPVPN-LL_256K
CLA00633CICU001,Bundle-Ether10003.1126,"PUREGOLD PRICE CLUB, INCORPORATED_PID1-186G5O9_BRAINS IPVPN-LL_2M"
CLA00633CICU001,Bundle-Ether10003.1129,PJ LHUILLIER INC_PID1-185H5I1_SHOPS.WORK_1M
CLA00633CICU001,Bundle-Ether10003.1132,"GOLDILOCKS BAKESHOP, INC._PID1-159OH0D_SHOPS.WORK_512K"
CLA00633CICU001,Bundle-Ether10003.1133,PHILIPPINE HEALTH INSURANCE CORPORATION_PID1-19BR93P_SHOPS.WORK_4M
CLA00633CICU001,Bundle-Ether10003.1134,P.J. LHUILLIER INC._PID1-19A25DB_BRAINS IPVPN-LL_1M
CLA00633CICU001,Bundle-Ether10003.1139,LAND TRANSPORTATION OFFICE_PID1-17IZKU7_BRAINS IPVPN-LL_20M
CLA00633CICU001,Bundle-Ether10003.1140,PRU LIFE INSURANCE CORPORATION OF U.K._PID1-1973TK5_BRAINS IPVPN-LL_8M
CLA00633CICU001,Bundle-Ether10003.1144,CITY SAVINGS BANK INC._PID1-1A5J6GU_BRAINS IPVPN-LL_2M
CLA00633CICU001,Bundle-Ether10003.1145,PHILIPPINE NATIONAL BANK_PID1-12VNP60_IPVPN_1M
CLA00633CICU001,Bundle-Ether10003.1148,METROPOLITAN BANK AND TRUST CO._PID1-1B4I7P6_IPVPN_2M_old PID104084907
CLA00633CICU001,Bundle-Ether10003.1149,CITY GOVERNMENT OF CALAMBA- DSWD_PID1-1ADO40I_IPVPN_2M
CLA00633CICU001,Bundle-Ether10003.1150,***ASIAN TERMINALS INC._PID1-1BDT3UW_IPVPN_2M****
CLA00633CICU001,Bundle-Ether10003.1151,***METROPOLITAN BANK AND TRUST CO._SID_MBATC01-102011-73031_IPVPN_2M****
CLA00633CICU001,Bundle-Ether10003.1153,ASIA UNITED BANK CORP._PID104312640_IPVPN_2M
CLA00633CICU001,Bundle-Ether10003.1154,PHILIPPINE VETERANS BANK_PID1-1B10GYD_IPVPN_6M
CLA00633CICU001,Bundle-Ether10003.1157,LAND BANK OF THE PHILIPPINES_PID1-1CLGW23_IPVPN_2M
CLA00633CICU001,Bundle-Ether10003.1160,P.J. LHUILLIER INC._PID1-1C4TNN8_IPVPN_1M
CLA00633CICU001,Bundle-Ether10003.1161,"PAWNCARE SERVICES, INC._PID104706878_IPVPN_2M"
CLA00633CICU001,Bundle-Ether10003.1162,PROVINCIAL GOVERNMENT OF LAGUNA_PID1-1D0LWQ8_IPVPN_2M
CLA00633CICU001,Bundle-Ether10004.1001,CLAFEOL004 FTTH NMS
CLA00633CICU001,Bundle-Ether10004.1026,CLAFEOL004 IPTV Multicast
CLA00633CICU001,Bundle-Ether10004.1060,LBCXPRS_PID_100730588
CLA00633CICU001,Bundle-Ether10004.1101,PJLHUIL_PID_1-19U0LNP
CLA00633CICU001,Bundle-Ether10004.1107,"PID1-15J2UBS_PLANBANK (RURAL BANK OF CANLUBANG PLANTERS, INC)_BRAINS IPVPN-LL_1M"
CLA00633CICU001,Bundle-Ether10004.1108,JRS BUSINESS CORPORATION_PID1-17A0VQP_BRAINS IPVPN-LL_512K
CLA00633CICU001,Bundle-Ether10004.1111,VICSAL DEVELOPMENT CORPORATION_PID101483568_BRAINS IPVPN-LL_1M
CLA00633CICU001,Bundle-Ether10004.1112,"BDO UNIBANK, INC._PID1-17EIVLQ_BRAINS IPVPN-LL_8M"
CLA00633CICU001,Bundle-Ether10004.1114,SUN LIFE OF CANADA PHILS INC (SUN LIFE ASSURANCE)_PID1-18N03TV_BRAINS IPVPN-LL_2M
CLA00633CICU001,Bundle-Ether10004.1116,AVENTUS MEDICAL CARE INC._PID1-18B2EB1_BRAINS IPVPN-LL_10M
CLA00633CICU001,Bundle-Ether10004.1118,BANK OF THE PHILIPPINE ISLANDS_PID1-18M2IQ8_BRAINS IPVPN-LL_2M
CLA00633CICU001,Bundle-Ether10004.1121,P.J. LHUILLIER INC._PID1-18W96LO_BRAINS IPVPN-LL_1M
CLA00633CICU001,Bundle-Ether10004.1122,"BDO UNIBANK, INC._PID1-18F3YPC_BRAINS IPVPN-LL_64K"
CLA00633CICU001,Bundle-Ether10004.1123,BANK OF THE PHILIPPINE ISLANDS_PID103611660_BRAINS IPVPN-LL_2M
CLA00633CICU001,Bundle-Ether10004.1124,DEL MONTE LAND TRANSPORT BUS COMPANY_PID1-17ADNI2_SHOPS.WORK/VPN/SDSL_1M
CLA00633CICU001,Bundle-Ether10004.1128,P.J. LHUILLIER INC._PID1-199OKGQ_BRAINS IPVPN-LL_1M
CLA00633CICU001,Bundle-Ether10004.1129,"RICOH (PHILIPPINES), INC._PID1-18CJA43_BRAINS IPVPN-LL_10M"
CLA00633CICU001,Bundle-Ether10004.1130,"PAWNCARE SERVICES, INC._PID103683750_SHOPS.WORK_1M"
CLA00633CICU001,Bundle-Ether10004.1131,P.J. LHUILLIER INC._PID1-19A18EW_BRAINS IPVPN-LL_1M
CLA00633CICU001,Bundle-Ether10004.1132,METROPOLITAN BANK AND TRUST CO._PID103755956_BRAINS IPVPN-LL_2M
CLA00633CICU001,Bundle-Ether10004.1133,MEDICARD PHILIPPINES INCORPORATED_PID103744288_BRAINS IPVPN-LL_2M
CLA00633CICU001,Bundle-Ether10004.1134,LBC EXPRESS INC._PID1-19LPW3G_BRAINS IPVPN-LL_1M
CLA00633CICU001,Bundle-Ether10004.1135,PRU LIFE INSURANCE CORPORATION OF U.K._PID1-1973TEM_SHOPS.WORK_8M
CLA00633CICU001,Bundle-Ether10004.1136,P.J. LHUILLIER INC._PID1-19LDR9R_BRAINS IPVPN-LL_1M
CLA00633CICU001,Bundle-Ether10004.1137,"THE INSULAR LIFE ASSURANCE COMPANY, LTD._PID1-1A1W3FY_BRAINS IPVPN-LL_2M"
CLA00633CICU001,Bundle-Ether10004.1138,SECURITY BANK CORPORATION_PID1-19GEXUY_BRAINS IPVPN-LL_10M
CLA00633CICU001,Bundle-Ether10004.1139,GOLDEN ARCHES DEVELOPMENT CORPORATION_PID1-1A2FI2U_BRAINS IPVPN-LL_1M
CLA00633CICU001,Bundle-Ether10004.1140,LBC EXPRESS INC._PID1-19HSPVQ_BRAINS IPVPN-LL_1M
CLA00633CICU001,Bundle-Ether10004.1141,P.J. LHUILLIER INC._PID1-1A3NYQ9_IPVPN_1M
CLA00633CICU001,Bundle-Ether10004.1143,PHILIPPINE NATIONAL BANK_PID1-19X4FU6_IPVPN_2M
CLA00633CICU001,Bundle-Ether10004.1144,"BDO UNIBANK, INC._PID103951593_IPVPN_8M"
CLA00633CICU001,Bundle-Ether10004.1145,LBC EXPRESS INC_PID1-1AB5TOU_IPVPN_2M
CLA00633CICU001,Bundle-Ether10004.1146,LBC EXPRESS INC._PID1-1AB9EE0_IPVPN_2M
CLA00633CICU001,Bundle-Ether10004.1147,BANK OF THE PHILIPPINE ISLANDS_PID1-1ANAFMS_IPVPN_30M
CLA00633CICU001,Bundle-Ether10004.1149,CAVITE APC LENDING COMPANY INC._PID1-1AOGQ1O_IPVPN_2M
CLA00633CICU001,Bundle-Ether10004.1153,SM INVESTMENTS CORPORATION_PID1-1BJXUMY_IPVPN_1M
CLA00633CICU001,Bundle-Ether10004.1154,PVB01-072010-68027_PHILIPPINE VETERANS BANK_PID1-1B10GYD_IPVPN_6M
CLA00633CICU001,Bundle-Ether10004.1159,PHILIPPINE NATIONAL BANK_PID104388809_IPVPN_2M
CLA00633CICU001,Bundle-Ether10004.1164,BANK OF THE PHILIPPINE ISLANDS_PID104420109_IPVPN_2M
CLA00633CICU001,Bundle-Ether10004.1165,P.J. LHUILLIER INC._PID104497683_IPVPN_2M
CLA00633CICU001,Bundle-Ether10005.1001,CLAFEOL005 FTTH NMS
CLA00633CICU001,Bundle-Ether10005.1026,CLAFEOL005 IPTV Multicast
CLA00633CICU001,Bundle-Ether10006.1001,CLAFEOL006 FTTH NMS
CLA00633CICU001,Bundle-Ether10006.1026,CLAFEOL006 IPTV Multicast
CLA00633CICU001,Bundle-Ether50000.4083,CLARADE014
CLA00633CICU001,BVI50021025,CLA00633CICU001_MSAN IPTV DHCP
CLA00633CICU001,BVI50041024,CLAFEAG003 FTTH RTP
CLA00633CICU001,BVI100011020,CLAFEOL001 FTTH RTP
CLA00633CICU001,BVI100011024,CLAFEOL001 FTTH RTP
CLA00633CICU001,BVI100011025,CLAFEOL001 IPTV DHCP
CLA00633CICU001,BVI100021024,CLAFEOL002 FTTH RTP
CLA00633CICU001,BVI100021025,CLAFEOL002 IPTV DHCP
CLA00633CICU001,BVI100031024,CLAFEOL003 FTTH RTP
CLA00633CICU001,BVI100031025,CLAFEOL003 IPTV DHCP
CLA00633CICU001,BVI100041024,CLAFEOL004 FTTH RTP
CLA00633CICU001,BVI100041025,CLAFEOL004 IPTV DHCP
CLA00633CICU001,BVI100051024,CLAFEOL005 FTTH RTP
CLA00633CICU001,BVI100051025,CLAFEOL005 IPTV DHCP
CLA00633CICU001,BVI100061024,CLAFEOL006 FTTH RTP
CLA00633CICU001,BVI100061025,CLAFEOL006 IPTV DHCP
PRQPXPRQCIBE002,Bundle-Ether65534.3000,SID_PATHYB_HUB_080321_PID_PATHYB_HUB_080321
PRQPXPRQCIBE002,Bundle-Ether65534.3010,SID_PATHYB_POI_0803_PID_PATHYB_POI_0803
SPC00E67CIRO002,Bundle-Ether31.2541,*** Inter-AS L3VPN for CIPR20000_TNTMGMT_H00 VRF ***
SPC00E67CIRO002,Bundle-Ether32.2542,*** Inter-AS L3VPN for CIPR20000_TNTMGMT_H00 VRF ***
PRQG0049CIBE002,Bundle-Ether37.888,NPQHUBS002 IPR30001_BNG_DRA
SUB00527CICU001,Bundle-Ether1001.4081,PID1-1A9PECT_TATA COMMUNICATIONS INTL PTE LTD_PRCHUDE002 
SUB00527CICU001,Bundle-Ether1002.3200,N3841_3G_OAM_1_CR-20210505-00088
SUB00527CICU001,Bundle-Ether1002.3220,N3841_3G_IUB_1_CR-20210505-00088
SUB00527CICU001,Bundle-Ether1002.3280,N3841_3G_SYNC_1_CR-20210505-00088
SUB00527CICU001,Bundle-Ether1002.3400,N3841_FD_OAM_1_CR-20210505-00088
SUB00527CICU001,Bundle-Ether1002.3420,N3841_FD_S1_1_CR-20210505-00088
SUB00527CICU001,Bundle-Ether1002.3480,N3841_FD_SYNC_1_CR-20210505-00088
SUB00527CICU001,Bundle-Ether1002.4081,RID110371_PLDT SUBIC TOWN_SUBHUDE032
SUB00527CICU001,Bundle-Ether1003.4081,PID1-18DUKD7_BROADBAND POWERLINE COMMUNICATIONS INC._OLPHUDE013
SUB00527CICU001,Bundle-Ether1004.4081,PID1-17Q6CEP_BROADBAND BROADCAST SERVICES PTE. LTD. - PHILIPPINE BRANCH_SUBHUDE028 
SUB00527CICU001,Bundle-Ether1005.4083,IPR39983_RADNMS_PID1-1B3RRGR_QUEZON CATV INC_SBCRADE002
SUB00527CICU001,Bundle-Ether10003.1001,IPR30800_FTTH_NMS_SUBFEOL001_FTTH_NMS
SUB00527CICU001,Bundle-Ether10003.1020,IPR30903_FTTH_VoIP_Prod_SUBFEOL001_FTTH_RTP_1020
SUB00527CICU001,Bundle-Ether10003.1026,IPR30076_IPTV_SUB00527CICU001_SUBFEOL001_IPTV_MULTICAST_RID173666
SUB00527CICU001,Bundle-Ether10003.1102,IPR3397_PIONEER_PIONEER_PID_1-XO8PB4
SUB00527CICU001,Bundle-Ether10003.1104,IPR3007_BDO_BDO_PID_1-YV3T13
SUB00527CICU001,Bundle-Ether10003.1106,IPR6166_HDMF_PID1-TLYILB_HDMF-CORPHQ_IPVPN FTTH_2M
SUB00527CICU001,Bundle-Ether10003.1107,IPR6111_BIRMO_BIRMO_PID_0
SUB00527CICU001,Bundle-Ether10003.1108,IPR3175_METBANK_METBANK_PID_1-1AXI5IL
SUB00527CICU001,Bundle-Ether10003.1109,IPR3124_RCBC_PID1-ZY28EL_RIZAL COMMERCIAL BANKING CORPORATION-DATA_IPVPN FTTH_128M
SUB00527CICU001,Bundle-Ether10003.1110,IPR3827_ORIXMET_PID1-12ST65G_ORIX METRO LEASING & FINANCE CORPORATION_IPVPN FTTH_2M
SUB00527CICU001,Bundle-Ether10003.1111,"IPR7062_PACIFIC_PID1-11W8NXC_PACIFIC ACE SAVINGS BANK, INC._BRAINS IPVPN-LL_2M"
SUB00527CICU001,Bundle-Ether10003.1112,IPR3467_CHNTRST_PID1-11NQMN0_CTBC BANK (PHILIPPINES) CORP._IPVPN FTTH_4M
SUB00527CICU001,Bundle-Ether10003.1113,IPR3616_RCBCVPN_RCBCVPN_PID_1-U9GCHH
SUB00527CICU001,Bundle-Ether10003.1115,IPR3117_SGS_SGS_PID_101083160
SUB00527CICU001,Bundle-Ether10003.1116,IPR3326_AUBANK_AUBANK_PID_1-15QNORY
SUB00527CICU001,Bundle-Ether10003.1117,IPR3544_BOIDATA_BOIDATA_PID_1-161XV5F
SUB00527CICU001,Bundle-Ether10003.1118,IPR3124_RCBC_PID_1-14PZIL6_RCBC
SUB00527CICU001,Bundle-Ether10003.1120,IPR5268_INLAND_INLAND_PID_101468240
SUB00527CICU001,Bundle-Ether10003.1121,"IPR3382_TOYOTA_PID1-166220J_TOYOTA SUBIC, INC._IPVPN_4M"
SUB00527CICU001,Bundle-Ether10003.1122,IPR5414_ROYALD_ROYALD_PID_100532611
SUB00527CICU001,Bundle-Ether10003.1123,IPR3434_UNION_UNION_PID_1-10C4LUT
SUB00527CICU001,Bundle-Ether10003.1124,IPR3615_LNDBANK_LNDBANK_PID_101507165
SUB00527CICU001,Bundle-Ether10003.1125,IPR3007_BDO_BDO_PID_1-15MLR7U
SUB00527CICU001,Bundle-Ether10003.1126,IPR3164_STRADCM_PID_1-14R5LOW_STRADCM
SUB00527CICU001,Bundle-Ether10003.1127,IPR3434_UNION_PID1-16KTPSJ_UNION_BANK_OF_THE_PHILS._BRAINS_IPVPN_2M
SUB00527CICU001,Bundle-Ether10003.1128,IPR3361_UCPBVPN_UNITED COCONUT PLANTERS BANK_PID1-VBOAPE_SIDUCPB01-052011-19140_BRAINS IPVPN-LL_6M
SUB00527CICU001,Bundle-Ether10003.1129,IPR3374_LBCXPRS_LBC EXPRESS INC._PID1-1421POE_SHOPS.WORK_512K
SUB00527CICU001,Bundle-Ether10003.1130,IPR3067_RUSTANS_RUSTAN COFFEE CORPORATION_PID1-1128EG2_SHOPS.WORK_1M
SUB00527CICU001,Bundle-Ether10003.1132,IPR5498_MALAYAN_MALAYAN INSURANCE COMPANY INCORPORATED-DATA_PID1-11BOCSK_SHOPS.WORK_256K
SUB00527CICU001,Bundle-Ether10003.1133,IPR3175_METBANK_METROPOLITAN BANK AND TRUST CO_PID588575_SHOPS.WORK_64K
SUB00527CICU001,Bundle-Ether10003.1134,"PID1-1BMSL45/SIDBDO01-072009-7367_BDO UNIBANK, INC._IPVPN_8M"
SUB00527CICU001,Bundle-Ether10003.1136,IPR3290_DBP_DEVELOPMENT BANK OF THE PHILIPPINES-MINDANAO_PID101569047_BRAINS IPVPN-LL_1M
SUB00527CICU001,Bundle-Ether10003.1137,"IPR3007_BDO_BDO UNIBANK, INC._PID306571_BRAINS IPVPN-LL_64K"
SUB00527CICU001,Bundle-Ether10003.1138,IPR3467_CHNTRST_CTBC BANK (PHILIPPINES) CORP._PID101455831_SHOPS.WORK_256K
SUB00527CICU001,Bundle-Ether10003.1139,IPR3175_METBANK_METROPOLITAN BANK AND TRUST CO._PID100974266_SHOPS.WORK_64K
SUB00527CICU001,Bundle-Ether10003.1140,IPR3175_METBANK_METROPOLITAN BANK AND TRUST CO._PID1-QEL060_SHOPS.WORK_64K
SUB00527CICU001,Bundle-Ether10003.1141,IPR3175_METBANK_METROPOLITAN BANK AND TRUST CO._PID519620_BRAINS IPVPN-LL_64K
SUB00527CICU001,Bundle-Ether10003.1142,IPR6060_LOFALC_LEAGUE ONE FINANCE AND LEASING CORPORATION_PID1-17NGK9J_BRAINS IPVPN-LL_4M
SUB00527CICU001,Bundle-Ether10003.1145,IPR3848_DHLXPRS_DHL_EXPRESS_(PHILIPPINES)_CORP._PID100708337_BRAINS_IPVPN-LL_2M
SUB00527CICU001,Bundle-Ether10003.1146,IPR3094_CHINA_CHINA BANKING CORPORATION_PID1-18UYCMK_BRAINS IPVPN-LL_4M
SUB00527CICU001,Bundle-Ether10003.1147,IPR3232_EWBANK_EAST WEST BANKING CORPORATION_PID1-17W32Z2_IPVPN_10M
SUB00527CICU001,Bundle-Ether10003.1148,IPR3926_BPI03_BANK OF THE PHILIPPINE ISLANDS_PID1-18CDMVR_SHOPS.WORK_256K
SUB00527CICU001,Bundle-Ether10003.1149,"IPR3200_PURGOLD_PUREGOLD PRICE CLUB, INCORPORATED_PID101407640_BRAINS IPVPN-LL_2M"
SUB00527CICU001,Bundle-Ether10003.1150,"IPR3007_BDO_BDO UNIBANK, INC._PID100121492_SHOPS.WORK_64K"
SUB00527CICU001,Bundle-Ether10003.1151,IPR3926_BPI03_BANK OF THE PHILIPPINE ISLANDS_PID100536129_SHOPS.WORK_256K
SUB00527CICU001,Bundle-Ether10003.1152,"IPR5414_ROYALD_RUSTAN SUPERCENTERS, INC._PID497364_SHOPS.WORK_512K"
SUB00527CICU001,Bundle-Ether10003.1153,IPR3926_BPI03_BANK OF THE PHILIPPINE ISLANDS_PID1-18ETZM6_BRAINS IPVPN-LL_256K
SUB00527CICU001,Bundle-Ether10003.1155,IPR3175_METBANK_METROPOLITAN BANK AND TRUST CO._PID101449432_SHOPS.WORK_64K
SUB00527CICU001,Bundle-Ether10003.1156,"IPR3172_BDO_NET_BDO UNIBANK, INC._PID1-19GS77M_IPVPN_2M"
SUB00527CICU001,Bundle-Ether10003.1157,IPR3110_BOC_BANK OF COMMERCE_PID101639916_SHOPS.WORK_1M
SUB00527CICU001,Bundle-Ether10003.1158,IPR3135_SECBANK_SECURITY_BANK_CORPORATION_PID1-18JC7RQ_BRAINS_IPVPN-LL_2M
SUB00527CICU001,Bundle-Ether10003.1159,IPR3616_RCBCVPN_RIZAL_COMMERCIAL_BANKING_CORPORATION-DATA_PID1-18O1HUU_BRAINS_IPVPN-LL_2M
SUB00527CICU001,Bundle-Ether10003.1160,IPR3104_PHILBUS_PHILIPPINE BUSINESS BANK_PID1-1BKRKLM_SIDPBB01-092015-26595_SHOPS.WORK_2M
SUB00527CICU001,Bundle-Ether10003.1161,IPR3615_LNDBANK_LAND_BANK_OF_THE_PHILIPPINES_PID101047644_BRAINS_IPVPN-LL_1M
SUB00527CICU001,Bundle-Ether10003.1163,"IPR5414_ROYALD_RUSTAN SUPERCENTERS, INC._PID1-13QP12Q_SHOPS.WORK_2M"
SUB00527CICU001,Bundle-Ether10003.1164,IPR3175_METBANK_METROPOLITAN BANK AND TRUST CO._PID1-1AXHV21_SHOPS.WORK_2M
SUB00527CICU001,Bundle-Ether10003.1165,"IPR3373_JARDINE_KERRY LOGISTICS (PHILS.), INC._PID101754693_SHOPS.WORK_1M"
SUB00527CICU001,Bundle-Ether10003.1166,IPR7632_LANDTRANS_LAND TRANSPORTATION OFFICE_PID1-17IZ72E_BRAINS IPVPN-LL_10M
SUB00527CICU001,Bundle-Ether10003.1167,IPR3135_SECBANK_SECURITY BANK CORPORATION_PID1-Z3CTAJ_SHOPS.WORK_2M
SUB00527CICU001,Bundle-Ether10003.1186,"IPR3456_YUSEN_YUSEN LOGISTICS PHILIPPINES, INC._PID505717_BRAINS IPVPN-LL_256K"
